此开卷第一回也．作者自云：因曾历过一番梦幻之后，故将真事隐去，而借"通灵"之说，撰此《石头记》一书也．故曰"甄士隐"云云．但书中所记何事何人？自又云：  |||  作者
麝月道：  |||  麝月
宋嬷嬷听了，只得出去唤了他母亲来，打点了他的东西，又来见晴雯等，说道：  |||  宋嬷嬷
晴雯道：  |||  晴雯
那媳妇冷笑道：  |||  媳妇
晴雯听说，一发急红了脸，说道：  |||  晴雯
麝月忙道：  |||  麝月
说着，便叫小丫头子：  |||  小丫头
那媳妇听了，无言可对，亦不敢久立，赌气带了坠儿就走．宋妈妈忙道：  |||  宋妈妈
晴雯方才又闪了风，着了气，反觉更不好了，翻腾至掌灯，刚安静了些．只见宝玉回来，进门就も声跺脚．麝月忙问原故，宝玉道：  |||  宝玉
一面说，一面脱下来．麝月瞧时，果见有指顶大的烧眼，说：  |||  麝月
说着便用包袱包了，交与一个妈妈送出去．说：  |||  包袱
婆子去了半日，仍旧拿回来，说：  |||  婆子
麝月道：  |||  麝月
宝玉道：  |||  宝玉
晴雯听了半日，忍不住翻身说道：  |||  晴雯
宝玉笑道：  |||  宝玉
说着，便递与晴雯，又移过灯来，细看了一会．晴雯道：  |||  晴雯
麝月笑道：  |||  麝月
晴雯道：  |||  晴雯
宝玉忙道：  |||  宝玉
晴雯道：  |||  晴雯
一面说，一面坐起来，挽了一挽头发，披了衣裳，只觉头重身轻，满眼金星乱迸，实实撑不住．若不做，又怕宝玉着急，少不得恨命咬牙捱着．便命麝月只帮着拈线．晴雯先拿了一根比一比，笑道：  |||  晴雯
宝玉道：  |||  宝玉
晴雯先将里子拆开，用茶杯口大的一个竹弓钉牢在背面，再将破口四边用金刀刮的散松松的，然后用针纫了两条，分出经纬，亦如界线之法，先界出地子后，依本衣之纹来回织补．补两针，又看看，织补两针，又端详端详．无奈头晕眼黑，气喘神虚，补不上三五针，伏在枕上歇一会．宝玉在旁，一时又问：  |||  宝玉
一时又命：  |||  一时
一时又拿一件灰鼠斗篷替他披在背上，一时又命拿个拐枕与他靠着．急的晴雯央道：  |||  晴雯
宝玉见他着急，只得胡乱睡下，仍睡不着．一时只听自鸣钟已敲了四下，刚刚补完，又用小牙刷慢慢的剔出绒毛来．麝月道：  |||  麝月
宝玉忙要了瞧瞧，说道：  |||  宝玉
晴雯已嗽了几阵，好容易补完了，说了一声：  |||  晴雯
话说宝玉见晴雯将雀裘补完，已使的力尽神危，忙命小丫头子来替他捶着，彼此捶打了一会歇下．没一顿饭的工夫，天已大亮，且不出门，只叫快传大夫．一时王太医来了，诊了脉，疑惑说道：  |||  王太医
一面说，一面出去开了药方进来．宝玉看时，已将疏散驱邪诸药减去了，倒添了茯苓，地黄，当归等益神养血之剂．宝玉忙命人煎去，一面叹说：  |||  宝玉
晴雯睡在枕上も道：  |||  晴雯
且说贾珍那边，开了宗祠，着人打扫，收拾供器，请神主，又打扫上房，以备悬供遗真影像．此时荣宁二府内外上下，皆是忙忙碌碌．这日宁府中尤氏正起来同贾蓉之妻打点送贾母这边针线礼物，正值丫头捧了一茶盘押岁锞子进来，回说：  |||  丫头
说着递上去．尤氏看了看，只见也有梅花式的，也有海棠式的，也有笔锭如意的，也有八宝联春的．尤氏命：  |||  尤氏
一时贾珍进来吃饭，贾蓉之妻回避了．贾珍因问尤氏：  |||  贾珍
尤氏道：  |||  尤氏
贾珍道：  |||  贾珍
尤氏道：  |||  尤氏
二人正说着，只见人回：  |||  人
．贾珍便命叫他进来．只见贾蓉捧了一个小黄布口袋进来．贾珍道：  |||  贾珍
贾蓉陪笑回说：  |||  贾蓉
贾珍笑道：  |||  贾珍
贾珍吃过饭，盥漱毕，换了靴帽，命贾蓉捧着银子跟了来，回过贾母王夫人，又至这边回过贾赦邢夫人，方回家去，取出银子，命将口袋向宗祠大炉内焚了．又命贾蓉道：  |||  贾珍
贾蓉忙答应了过去．一时，拿了请人吃年酒的日期单子来了．贾珍看了，命交与赖升去看了，请人别重这上头日子．因在厅上看着小厮们抬围屏，擦抹几案金银供器．只见小厮手里拿着个禀帖并一篇帐目，回说：  |||  小厮们
贾珍道：  |||  贾珍
说着，贾蓉接过禀帖和帐目，忙展开捧着，贾珍倒背着两手，向贾蓉手内只看红禀帖上写着：  |||  贾珍
贾珍笑道：  |||  贾珍
贾蓉也忙笑说：  |||  贾蓉
一面忙展开单子看时，只见上面写着：  |||  上面写着：
贾珍便命带进他来．一时，只见乌进孝进来，只在院内磕头请安．贾珍命人拉他起来，笑说：  |||  贾珍
乌进孝笑回：  |||  乌进孝
贾珍道：  |||  贾珍
乌进孝笑道：  |||  乌进孝
贾珍道：  |||  贾珍
乌进孝道：  |||  乌进孝
贾珍道：  |||  贾珍
乌进孝忙进前了两步，回道：  |||  乌进孝
贾珍皱眉道：  |||  贾珍
乌进孝道：  |||  乌进孝
贾珍道：  |||  贾珍
乌进孝笑道：  |||  乌进孝
贾珍听了，笑向贾蓉等道：  |||  贾珍
贾蓉等忙笑道：  |||  贾蓉等
贾珍笑道：  |||  贾珍
贾蓉又笑向贾珍道：  |||  贾蓉
贾珍笑道：  |||  贾珍
这里贾珍吩咐将方才各物，留出供祖的来，将各样取了些，命贾蓉送过荣府里．然后自己留了家中所用的，余者派出等例来，一分一分的堆在月台下，命人将族中的子侄唤来与他们．接着荣国府也送了许多供祖之物及贾珍之物．贾珍看着收拾完备供器，и着鞋，披着猞猁狲大裘，命人在厅柱下石矶上太阳中铺了一个大狼皮褥子，负暄闲看各子弟们来领取年物．因见贾芹亦来领物，贾珍叫他过来，说道：  |||  贾珍
贾芹垂手回说：  |||  贾芹
贾珍道：  |||  贾珍
贾芹道：  |||  贾芹
贾珍冷笑道：  |||  贾珍
贾芹红了脸，不敢答应．人回：  |||  人
功名贯天，百代仰蒸尝之盛．亦衍圣公所书．进入院中，白石甬路，两边皆是苍松翠柏．月台上设着青绿古铜鼎彝等器．抱厦前上面悬一九龙金匾，写道是：  |||  石
勋业有光昭日月，功名无间及儿孙．亦是御笔．五间正殿前悬一闹龙填青匾，写道是：  |||  殿前
尤氏上房早已袭地铺满红毡，当地放着象鼻三足鳅沿鎏金珐琅大火盆，正面炕上铺新猩红毡，设着大红彩绣云龙捧寿的靠背引枕，外另有黑狐皮的袱子搭在上面，大白狐皮坐褥，请贾母上去坐了．两边又铺皮褥，让贾母一辈的两三个妯娌坐了．这边横头排插之后小炕上，也铺了皮褥，让邢夫人等坐了．地下两面相对十二张雕漆椅上，都是一色灰鼠椅搭小褥，每一张椅下一个大铜脚炉，让宝琴等姊妹坐了．尤氏用茶盘亲捧茶与贾母，蓉妻捧与众老祖母，然后尤氏又捧与邢夫人等，蓉妻又捧与众姊妹．凤姐李纨等只在地下伺侯．茶毕，邢夫人等便先起身来侍贾母．贾母吃茶，与老妯娌闲话了两三句，便命看轿．凤姐儿忙上去挽起来．尤氏笑回说：  |||  尤氏
凤姐儿搀着贾母笑道：  |||  凤姐儿
贾母笑道：  |||  贾母
这里轿出大门，这一条街上，东一边合面设列着宁国公的仪仗执事乐器，西一边合面设列着荣国公的仪仗执事乐器，来往行人皆屏退不从此过．一时来至荣府，也是大门正厅直开到底．如今便不在暖阁下轿了，过了大厅，便转弯向西，至贾母这边正厅上下轿．众人围随同至贾母正室之中，亦是锦?绣屏，焕然一新．当地火盆内焚着松柏香，百合草．贾母归了坐，老嬷嬷来回：  |||  老嬷嬷
贾母忙又起身要迎，只见两三个老妯娌已进来了．大家挽手，笑了一回，让了一回．吃茶去后，贾母只送至内仪门便回来，归正坐．贾敬贾赦等领诸子弟进来．贾母笑道：  |||  贾母
上面两席是李婶薛姨妈二位．贾母于东边设一透雕夔龙护屏矮足短榻，靠背引枕皮褥俱全．榻之上一头又设一个极轻巧洋漆描金小几，几上放着茶吊，茶碗，漱盂，洋巾之类，又有一个眼镜匣子．贾母歪在榻上，与众人说笑一回，又自取眼镜向戏台上照一回，又向薛姨妈李婶笑说：  |||  人
贾母也曾差人去请众族中男女，奈他们或有年迈懒于热闹的，或有家内没有人不便来的，或有疾病淹缠，欲来竟不能来的，或有一等妒富愧贫不来的，甚至于有一等憎畏凤姐之为人而赌气不来的，或有羞口羞脚，不惯见人，不敢来的：因此族众虽多，女客来者只不过贾菌之母娄氏带了贾菌来了，男子只有贾芹，贾芸，贾菖，贾菱四个现是在凤姐麾下办事的来了．当下人虽不全，在家庭间小宴中，数来也算是热闹的了．当又有林之孝之妻带了六个媳妇，抬了三张炕桌，每一张上搭着一条红毡，毡上放着选净一般大新出局的铜钱，用大红彩绳串着，每二人搭一张．共三张．林之孝家的指示将那两张摆至薛姨妈李婶的席下，将一张送至贾母榻下来．贾母便说：  |||  贾母
这媳妇们都素知规矩的，放下桌子，一并将钱都打开，将彩绳抽去，散堆在桌上．正唱《西楼．楼会》这出将终，于叔夜因赌气去了，那文豹便发科诨道：  |||  文豹
说毕，引的贾母等都笑了．薛姨妈等都说：  |||  薛姨妈等
凤姐便说：  |||  凤姐
贾母笑说：  |||  贾母
二人遂起身，小厮们忙将一把新暖银壶捧在贾琏手内，随了贾珍趋至里面．贾珍先至李婶席上，躬身取下杯来，回身，贾琏忙斟了一盏，然后便至薛姨妈席上，也斟了．二人忙起身笑说：  |||  二人
于是除邢王二夫人，满席都离了席，俱垂手旁侍．贾珍等至贾母榻前，因榻矮，二人便屈膝跪了．贾珍在先捧杯，贾琏在后捧壶．虽止二人奉酒，那贾环弟兄等，却也是排班按序，一溜随着他二人进来，见他二人跪下，也都一溜跪下．宝玉也忙跪下了．史湘云悄推他笑道：  |||  史湘云
宝玉悄笑道：  |||  宝玉
说着，等他二人斟完起来，方起来．又与邢夫人王夫人斟过来．贾珍笑道：  |||  贾珍
贾母等都说：  |||  贾母等
当下天未二鼓，戏演的是《八义》中《观灯》八出．正在热闹之际，宝玉因下席往外走．贾母因说：  |||  贾母
宝玉回说：  |||  宝玉
贾母命婆子们好生跟着．于是宝玉出来，只有麝月秋纹并几个小丫头随着．贾母因说：  |||  贾母
王夫人忙起身笑回道：  |||  王夫人
贾母听了点头，又笑道：  |||  贾母
凤姐儿忙过来笑回道：  |||  凤姐儿
贾母听了这话，忙说：  |||  贾母
凤姐笑道：  |||  凤姐
贾母想了一想笑说：  |||  贾母
众人都笑说：  |||  众人
贾母因又叹道：  |||  贾母
凤姐儿道：  |||  凤姐儿
贾母听说，点头道：  |||  贾母
又命婆子将些果子菜馔点心之类与他两个吃去．琥珀笑说：  |||  琥珀
且说宝玉一径来至园中，众婆子见他回房，便不跟去，只坐在园门里茶房里烤火，和管茶的女人偷空饮酒斗牌．宝玉至院中，虽是灯光灿烂，却无人声．麝月道：  |||  麝月
于是大家蹑足潜踪的进了镜壁一看，只见袭人和一人二人对面都歪在地炕上，那一头有两三个老嬷嬷打盹．宝玉只当他两个睡着了，才要进去，忽听鸳鸯叹了一声，说道：  |||  鸳鸯
袭人道：  |||  袭人
宝玉听了，忙转身悄向麝月等鹊*：  |||  宝玉
宝玉便走过山石之后去站着撩衣，麝月秋纹皆站住背过脸去，口内笑说：  |||  麝月秋纹
后面两个小丫头子知是小解，忙先出去茶房预备去了．这里宝玉刚转过来，只见两个媳妇子迎面来了，问是谁，秋纹道：  |||  秋纹
那媳妇们忙笑道：  |||  媳妇们
说着，已到了跟前．麝月等问：  |||  麝月
媳妇们道：  |||  媳妇们
秋纹笑道：  |||  秋纹
宝玉笑命：  |||  宝玉
秋纹麝月忙上去将两个盒子揭开．两个媳妇忙蹲下身子，宝玉看了两盒内都是席上所有的上等果品菜馔，点了一点头，迈步就走．麝月二人忙胡乱掷了盒盖，跟上来．宝玉笑道：  |||  宝玉
麝月道：  |||  麝月
宝玉笑道：  |||  宝玉
一面说，一面来至园门．那几个婆子虽吃酒斗牌，却不住出来打探，见宝玉来了，也都跟上了．来至花厅后廊上，只见那两个小丫头一个捧着小沐盆，一个搭着手巾，又拿着沤子壶在那里久等．秋纹先忙伸手向盆内试了一试，说道：  |||  秋纹
小丫头笑道：  |||  小丫头
正说着，可巧见一个老婆子提着一壶滚水走来．小丫头便说：  |||  小丫头
那婆子道：  |||  婆子
秋纹道：  |||  秋纹
那婆子回头见是秋纹，忙提起壶来就倒．秋纹道：  |||  秋纹
婆子笑道：  |||  婆子
宝玉便要了一壶暖酒，也从李婶薛姨妈斟起，二人也让坐．贾母便说：  |||  贾母
说着，便自己干了．邢王二夫人也忙干了，让他二人．薛李也只得干了．贾母又命宝玉道：  |||  贾母
宝玉听说，答应着，一一按次斟了．至黛玉前，偏他不饮，拿起杯来，放在宝玉唇上边，宝玉一气饮干．黛玉笑说：  |||  黛玉
宝玉替他斟上一杯．凤姐儿便笑道：  |||  凤姐儿
宝玉忙道：  |||  宝玉
凤姐儿笑道：  |||  凤姐儿
一时上汤后，又接献元宵来．贾母便命将戏暂歇歇：  |||  贾母
又命将各色果子元宵等物拿些与他们吃去．一时歇了戏，便有婆子带了两个门下常走的女先生儿进来，放两张杌子在那一边命他坐了，将弦子琵琶递过去．贾母便问李薛听何书，他二人都回说：  |||  二人
贾母便问：  |||  贾母
那两个女先儿回说道：  |||  两个女先儿
贾母问是何名，女先儿道：  |||  女先儿
贾母道：  |||  贾母
女先儿道：  |||  女先儿
众人听了，笑将起来．贾母笑道：  |||  贾母
媳妇忙上去推他，"这是二***名字，少混说。”贾母笑道：  |||  贾母
女先生忙笑着站起来，说：  |||  女先生
凤姐儿笑道：  |||  凤姐儿
女先生又说道：  |||  女先生
贾母忙道：  |||  贾母
女先儿笑道：  |||  女先儿
众人都道：  |||  众人
贾母笑道：  |||  贾母
众人听了，都笑说：  |||  众人
贾母笑道：  |||  贾母
李薛二人都笑说：  |||  李薛二人
凤姐儿走上来斟酒，笑道：  |||  凤姐儿
他一面斟酒，一面笑说，未曾说完，众人俱已笑倒．两个女先生也笑个不住，都说：  |||  两个女先生
薛姨妈笑道：  |||  薛姨妈
凤姐儿笑道：  |||  凤姐儿
贾母笑道：  |||  贾母
吃着酒，又命宝玉：  |||  宝玉
凤姐儿笑道：  |||  凤姐儿
女先生回说：  |||  女先生
贾母便说道：  |||  贾母
二人听说，忙和弦按调拨弄起来．贾母因问：  |||  贾母
众婆子忙回：  |||  众婆子
贾母道：  |||  贾母
早有众丫鬟拿了添换的衣裳送来．王夫人起身笑说道：  |||  王夫人
贾母听说，笑道：  |||  贾母
王夫人道：  |||  王夫人
贾母笑道：  |||  贾母
众人都道：  |||  众人
